requirement_id,type,priority,domain,chapter,section,page,short_substance,owner,implementation_status,verification_status,production_readiness,pilot_blocking,production_blocking,full_srs_blocking,repo_evidence,test_evidence,evidence_basis,governance_dependency,design_dependency,runtime_dependency,external_dependency,workstream,recommended_lane,merge_wave,can_start_now,blocking_reason,schema_change_expected,migration_expected,notes,delta_from_p0,delta_reason
FR-OFF-044,FR,M,Offline & Sync,21,21.7,118,All automatic conflict resolutions SHALL be recorded in the audit log with both input states and the applied rule.,SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no conflict detection or resolution,none,DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,,UNCHANGED,
FR-OFF-045,FR,M,Offline & Sync,21,21.8,118,"On receiving an operation, the server SHALL revalidate all financially significant computations — prices, discounts, taxes, totals, loyalty accrual — rather than trusting client-computed values.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no server-side revalidation of synced operations,test/sync-kds-handlers.e2e-spec.ts (this session),DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,"Revalidation PATTERN precedent exists for a non-financial operation type; no financially-significant sync operation is implemented, so this requirement's actual substance stays unmet.",CHANGED,"D4-1B's handlers revalidate against current server state for the ONE wired operation type (kds.ticket.bump_line) rather than the offline capture-time assumption — this establishes the pattern/precedent this requirement needs, but kds.ticket.bump_line is not a financially significant computation (no price/discount/tax/total). No sales/order sync operation exists yet, so financial revalidation itself remains unimplemented."
FR-OFF-046,FR,M,Offline & Sync,21,21.8,118,"Where server revalidation produces a different result, the server SHALL accept the transaction (the sale physically occurred), record both values, and raise a reconciliation exception for review.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no server-side revalidation of synced operations,none,DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,No financial sync operation exists yet; the revalidation-accept-and-record pattern exists only for the non-financial kds.ticket.bump_line handler.,CHANGED,Same precedent/gap as FR-OFF-045 — no financially significant sync operation exists for a revalidation-mismatch outcome to apply to.
FR-OFF-047,FR,M,Offline & Sync,21,21.8,119,"Systematic revalidation mismatches from one terminal SHALL be treated as a signal of stale reference data or client tampering, and SHALL escalate to a platform alert after a configurable count.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no server-side revalidation of synced operations,none,DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,No financial sync operation exists yet to generate the mismatch signal this requirement depends on.,CHANGED,Same precedent/gap as FR-OFF-045/046 — no financially significant sync operation exists for a systematic-mismatch signal to be derived from.
FR-OFF-050,FR,M,Offline & Sync,21,21.9,119,"Business logic that must produce identical results on client and server SHALL be specified as a language-neutral test corpus, executed by both the Dart client test suite and the TypeScript server test suite in CI. Scope of the corpus: price resolution, modifier price computation, discount applicatio",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no shared conformance suite (the existing conformance/ dir covers tax only),none,DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,,UNCHANGED,
FR-OFF-051,FR,M,Offline & Sync,21,21.9,119,Any divergence between client and server on the corpus SHALL block release.,SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no shared conformance suite (the existing conformance/ dir covers tax only),none,DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,,UNCHANGED,
FR-OFF-052,FR,M,Offline & Sync,21,21.9,119,"Every production discrepancy detected under FR-OFF-046 SHALL be triaged, and where it reveals a logic divergence, a new corpus case SHALL be added before the fix is merged.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no shared conformance suite (the existing conformance/ dir covers tax only),none,DOMAIN,,,,,P15-OFF2,D,4,YES,Requires the offline/sync protocol design gate (CR-01); client half is FRONTEND-EXTERNAL,YES,YES,,UNCHANGED,
FR-OPS-001,FR,M,DevOps & Operations,29,29.2,160,Deployments SHALL be zero-downtime and SHALL be rollback-capable within 5 minutes.,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,YES,YES,YES,"no CI/CD pipeline exists anywhere in the repository (no .github, no Dockerfile, no IaC)",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-002,FR,M,DevOps & Operations,29,29.2,160,Canary deployments SHALL automatically roll back on error-rate or latency SLO breach without human intervention.,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,YES,YES,YES,"no CI/CD pipeline exists anywhere in the repository (no .github, no Dockerfile, no IaC)",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-003,FR,M,DevOps & Operations,29,29.2,160,"All infrastructure SHALL be defined as code (Terraform), reviewed, and version controlled. Manual production changes are prohibited except under a documented break-glass procedure.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no CI/CD pipeline exists anywhere in the repository (no .github, no Dockerfile, no IaC)",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-004,FR,M,DevOps & Operations,29,29.2,160,"Container images SHALL be signed, scanned, and accompanied by a Software Bill of Materials.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no CI/CD pipeline exists anywhere in the repository (no .github, no Dockerfile, no IaC)",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-005,FR,M,DevOps & Operations,29,29.2,160,"Feature flags SHALL gate risky changes, permitting per-tenant progressive rollout independent of deployment.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no CI/CD pipeline exists anywhere in the repository (no .github, no Dockerfile, no IaC)",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-010,FR,M,DevOps & Operations,29,29.3,160,"POS and KDS client releases SHALL support staged rollout by tenant, branch, and terminal.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no release management,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-011,FR,M,DevOps & Operations,29,29.3,160,"The client SHALL be able to operate against the previous API version for at least one release cycle, so that a client update failure never prevents trading.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no release management,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-012,FR,M,DevOps & Operations,29,29.3,160,"The System SHALL support forced client updates for security-critical releases, with the update deferrable until after the current shift closes.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no release management,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-013,FR,M,DevOps & Operations,29,29.3,160,"Release notes SHALL be published per release, in Arabic and English, and SHALL be visible in the product.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no release management,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-020,FR,M,DevOps & Operations,29,29.4,161,The System SHALL maintain an on-call rotation with documented escalation and runbooks for every paging alert.,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no monitoring, alerting, on-call or status page",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-021,FR,M,DevOps & Operations,29,29.4,161,Incidents SHALL be classified by severity with defined response times:,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no monitoring, alerting, on-call or status page",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-022,FR,M,DevOps & Operations,29,29.4,161,"Every SEV-1 and SEV-2 SHALL produce a blameless post-incident review within 5 working days, with action items tracked to completion.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no monitoring, alerting, on-call or status page",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-023,FR,M,DevOps & Operations,29,29.4,161,A public status page SHALL report current and historical availability.,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no monitoring, alerting, on-call or status page",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-030,FR,S,DevOps & Operations,29,29.5,161,"Infrastructure cost SHALL be attributable per tenant, enabling gross- margin measurement per customer and detection of unprofitable accounts.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no cost attribution,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-OPS-031,FR,S,DevOps & Operations,29,29.5,161,The System SHALL alert when a single tenant’s infrastructure consumption exceeds a configured multiple of their subscription revenue.,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no cost attribution,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
FR-PLT-001,FR,M,Platform & Tenancy,6,6.1,36,"The System SHALL model tenants, brands, branches, warehouses, and central kitchens as distinct entities with the hierarchy above.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,prisma/schema.prisma Tenant/Brand/Branch/Warehouse/CentralKitchen/Location; src/modules/organisation/*,test/organisation.e2e-spec.ts; test/tenant.e2e-spec.ts,MODULE,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-002,FR,M,Platform & Tenancy,6,6.1,36,"A tenant SHALL be able to own multiple brands, and a brand SHALL be able to own multiple branches.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,prisma/schema.prisma Tenant/Brand/Branch/Warehouse/CentralKitchen/Location; src/modules/organisation/*,test/organisation.e2e-spec.ts; test/tenant.e2e-spec.ts,MODULE,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-003,FR,M,Platform & Tenancy,6,6.1,36,Every tenant-scoped record SHALL carry an immutable tenant_id. Records SHALL NOT be transferable between tenants.,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,prisma/schema.prisma Tenant/Brand/Branch/Warehouse/CentralKitchen/Location; src/modules/organisation/*,test/organisation.e2e-spec.ts; test/tenant.e2e-spec.ts,MODULE,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-004,FR,S,Platform & Tenancy,6,6.1,36,"A branch MAY be reassigned between brands within the same tenant by a Tenant Owner, with a full audit record and an explicit warning regarding menu and pricing implications.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,organisation.controller.ts POST branches/:branchId/brand (audited reassign),test/organisation.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-010,FR,M,Platform & Tenancy,6,6.2,36,"The System SHALL enforce tenant data isolation at the database layer using PostgreSQL Row-Level Security, independent of application-layer filtering. Every tenant-scoped table carries: tenant_id UUID NOT NULL REFERENCES tenants(id)",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,84/92 tables ENABLE+FORCE RLS across 26 migrations; 306 CREATE POLICY; 8 exempt tables are tenant-agnostic,test/rls.e2e-spec.ts; catalogue-rls; inventory-rls; production-rls; tax-class-rls; order-completion-rls,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-011,FR,M,Platform & Tenancy,6,6.2,37,"The application database role SHALL NOT have BYPASSRLS. A separate, restricted migration/admin role SHALL be used for schema changes and platform-level operations.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,docker/postgres/init/01-init-app-role.sh ros_app NOSUPERUSER NOBYPASSRLS; ros_migrator separate,test/rls.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-012,FR,M,Platform & Tenancy,6,6.2,37,"Any request that reaches the data layer without a resolved tenant context SHALL fail closed with an error, never defaulting to an unfiltered query. Risk: The catastrophic failure mode of shared-schema multi-tenancy is cross-tenant data leakage. Every reported incident of this class in the industry t",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,src/modules/identity/context/tenant-context.guard.ts (fail-closed); prisma.service withAuthContext,test/tenant-context.e2e-spec.ts,MODULE,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-013,FR,M,Platform & Tenancy,6,6.2,37,"The CI pipeline SHALL execute a cross-tenant isolation test suite that, for every table containing tenant_id, attempts to read and write records belonging to Tenant B while the session context is Tenant A, and fails the build on any success. This suite is generated, not hand-written — it enumerates ",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,YES,YES,YES,"isolation suites (catalogue-rls/inventory-rls/production-rls/tax-class-rls/order-completion-rls/sync-rls, etc.) remain HAND-WRITTEN per module, not generated from information_schema — the literal SRS distinguishing property; .github/workflows/backend-ci.yml (G1-1), live at current HEAD, now runs the full `npm test`/`npm run test:e2e` suite (including all of these hand-written RLS suites) on every push/PR via 3 CI jobs (quality-gates, migration-from-zero, E2E), closing the prior baseline's separate ""no CI pipeline exists to execute them"" gap","catalogue-rls/inventory-rls/production-rls/tax-class-rls/order-completion-rls/sync-rls e2e suites, now CI-executed per G1-1",DIRECT,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,"G1-1's own report (2026-09-02_G1-1_ci-pipeline.md) explicitly states this requirement is ""Still not implemented"" post-G1-1: the pipeline now exists to run a suite in, but the schema-generated suite itself (enumerating information_schema so a new tenant_id table without a policy auto-fails the build) was never built. Status intentionally held at PARTIAL, not upgraded to COMPLETE — consistent with MW1C's prior finding that a different, non-generated mechanism does not satisfy this exact literal text.",CHANGED,"Evidence-only update: a CI pipeline now genuinely exists and executes the hand-written suites (new since the P0 baseline, via G1-1), closing half the prior gap (""no CI pipeline exists to execute them""). The other half — the suite must be schema-GENERATED, not hand-written — remains unmet, per G1-1's own explicit conclusion. Status held at PARTIAL by design, not silently upgraded."
FR-PLT-014,FR,M,Platform & Tenancy,6,6.2,37,The CI pipeline SHALL fail if any table with a tenant_id column lacks an enabled and forced RLS policy.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,YES,YES,YES,".github/workflows/backend-ci.yml (G1-1) runs prisma validate, migration-from-zero and the full test suite, but contains no dedicated step that queries information_schema for tenant_id columns lacking an enabled+forced RLS policy and fails the build on any gap — G1-1's own report confirms this row is unresolved",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,CHANGED,Evidence-only update: G1-1 added a real CI pipeline (new since the P0 baseline) but did not add the specific automated RLS-coverage-by-schema-introspection check this requirement demands. Status unchanged (NOT IMPLEMENTED).
FR-PLT-015,FR,M,Platform & Tenancy,6,6.2,37,"The System SHALL apply per-tenant rate limits on API requests, report generation, and export jobs.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"only src/common/throttler/auth-throttler.guard.ts (auth endpoints, IP+account). No per-tenant limits on API/report/export",test/throttle.e2e-spec.ts (auth only),DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-016,FR,M,Platform & Tenancy,6,6.2,37,"Long-running analytical queries SHALL execute against a read replica using a separate connection pool, so that a heavy report cannot exhaust the transactional pool.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"single connection pool; no read replica, no statement timeouts, no dedicated-schema deployment mode",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-017,FR,S,Platform & Tenancy,6,6.2,37,The System SHALL apply a statement timeout of 5 seconds on the transactional pool and 120 seconds on the analytical pool.,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"single connection pool; no read replica, no statement timeouts, no dedicated-schema deployment mode",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-018,FR,C,Platform & Tenancy,6,6.2,38,"For Enterprise tenants with contractual isolation requirements, the System SHALL support deployment into a dedicated schema or a dedicated database instance, using identical application code and migrations.",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"single connection pool; no read replica, no statement timeouts, no dedicated-schema deployment mode",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-020,FR,M,Platform & Tenancy,6,6.3,38,"Tenant self-service signup SHALL create a working branch with a starter menu template, a default role set, and a first user in a single flow.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"TenantsService.create provisions tenant + country-pack tax classes; NO starter menu template, NO default role set, NO first user in one transaction",test/tenant.e2e-spec.ts,DIRECT,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-PLT-021,FR,M,Platform & Tenancy,6,6.3,38,The System SHALL NOT delete tenant data upon downgrade or suspension. Data beyond the plan’s limits SHALL become read-only rather than being destroyed.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"TenantStatus enum exists; no suspension read-only enforcement, no export, no two-step termination/purge",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-022,FR,M,Platform & Tenancy,6,6.3,38,"At any lifecycle state except purged, a tenant SHALL be able to export all of their data in machine-readable format (CSV per entity plus a JSON manifest) within 24 hours of request.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"TenantStatus enum exists; no suspension read-only enforcement, no export, no two-step termination/purge",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-023,FR,M,Platform & Tenancy,6,6.3,38,"Termination SHALL be a two-step process: an initiation that begins a 30- day reversible countdown, and a final confirmation. Data purge SHALL occur no earlier than 30 days after initiation.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"TenantStatus enum exists; no suspension read-only enforcement, no export, no two-step termination/purge",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-025,FR,M,Platform & Tenancy,6,6.4,39,The System SHALL implement a hierarchical settings resolver with the precedence above.,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,country pack + branch-level settings resolve; no general hierarchical settings resolver,test/catalogue.e2e-spec.ts (price-list scope only),MODULE,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-PLT-026,FR,M,Platform & Tenancy,6,6.4,39,"A setting SHALL be markable as locked at any level, preventing override at lower levels. Locked settings SHALL be visibly indicated in the UI at lower levels with the locking level named.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no setting lock levels, no settings inspector",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-027,FR,S,Platform & Tenancy,6,6.4,39,"The System SHALL provide a settings inspector showing, for any effective value, which level supplied it and what the value would be at each level.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no setting lock levels, no settings inspector",none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
FR-PLT-028,FR,M,Platform & Tenancy,6,6.4,39,"Settings that affect financial computation (tax class, rounding policy, service charge) SHALL be versioned with effective dates, and historical transactions SHALL be interpreted with the setting version in force at their transaction time, never the current version.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,country pack effectiveFrom + fiscal.tax_classes versioned per pack; not a general versioned-settings mechanism,test/catalogue.e2e-spec.ts,MODULE,,,,,P4-PLT,B,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-001,FR,M,POS / Sales,8,8.2,53,"The System SHALL allow creation of an order in the following types: dine- in, takeaway, delivery, drive-through, pickup, and aggregator-injected.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,OrderType enum + POST /orders; not every SRS order type is reachable end-to-end,test/sales.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-002,FR,M,POS / Sales,8,8.2,53,"The System SHALL assign a human-readable order number, unique within a branch within a business day, generated locally without requiring server connectivity. Order number format: <branch_code>-<business_day_seq> where the sequence is drawn from a locally-held block. Each terminal is issued a block o",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,orders/order-number.ts + sales.order_number_blocks per terminal/business day,order-number.spec.ts; test/sales.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-003,FR,M,POS / Sales,8,8.2,53,"For dine-in orders, the System SHALL require table assignment before firing to the kitchen.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,order-state.ts:208 dine_in requires tableId before fire; fire.errors.ts guards dangling tableId,test/sales-fire.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-004,FR,S,POS / Sales,8,8.2,53,"The System SHALL support assigning order lines to seat numbers within a dine-in order, to enable seat-level splitting and service.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no seat number on OrderLine,none,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-005,FR,M,POS / Sales,8,8.2,53,The System SHALL allow multiple orders to be open simultaneously on one terminal and SHALL allow switching between them without data loss.,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,multiple open orders are representable (no per-terminal single-order lock); switching is a client concern,test/sales.e2e-spec.ts,MODULE,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-006,FR,M,POS / Sales,8,8.2,53,The System SHALL allow an order to be parked (set aside) and resumed by the same or another authorised user on the same or another terminal within the branch.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"OrderState has held/parked but no park/resume command, route or transition implementation",none,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-007,FR,M,POS / Sales,8,8.2,53,"The System SHALL record opened_by, served_by, and closed_by employee identities on every order.",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,Order.openedByEmployeeId recorded; served_by and closed_by not captured,test/sales.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-010,FR,M,POS / Sales,8,8.2,53,"The System SHALL present the menu as a configurable grid of categories and items, with per-branch layout, colour coding, and item images.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
FR-POS-011,FR,M,POS / Sales,8,8.2,53,"The System SHALL support item lookup by: category navigation, text search (Arabic and English, diacritic- and hamza-insensitive), barcode scan, PLU code, and a configurable favourites/quick-keys panel.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-012,FR,M,POS / Sales,8,8.2,54,"Arabic search SHALL normalise ‫ أ إ آ ا‬to a single form, ‫ ة‬to ‫ ى‬,‫ ه‬to ‫ي‬, and SHALL ignore tashkeel, so that a cashier typing “‫ ”شاورما‬finds “‫”َش اِوْر َما‬.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-013,FR,M,POS / Sales,8,8.2,54,"The System SHALL support items with multiple variants (size, preparation) and SHALL require variant selection before the line is added.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,MenuItemVariant required on line add,test/sales-lines.e2e-spec.ts,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-014,FR,M,POS / Sales,8,8.2,54,"The System SHALL support fractional quantities for items sold by weight, with input from a connected scale where available.",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
FR-POS-015,FR,M,POS / Sales,8,8.2,54,"The System SHALL support open-price items where the price is entered at sale time, restricted by permission and bounded by configurable min/max.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-016,FR,M,POS / Sales,8,8.2,54,The System SHALL support open-description items (“miscellaneous”) mapped to a configured revenue category and tax class.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"order capture surface is POST /orders + POST lines + fire only; the remaining §8.2 capabilities have no route, service or column",none,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-020,FR,M,POS / Sales,8,8.2,54,"The System SHALL present modifier groups attached to an item immediately upon selection, in configured order, enforcing minimum and maximum selection counts.",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,modifier-groups + selection-rules.ts enforce min/max/required/allowRepeat,selection-rules.spec.ts; test/sales-lines.e2e-spec.ts,MODULE,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
FR-POS-021,FR,M,POS / Sales,8,8.2,54,Modifiers SHALL support three semantic kinds:,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,ModifierKind enum + snapshot exist (addition/removal); the third SRS semantic kind (substitution) is not modelled,test/sales-lines.e2e-spec.ts,DIRECT,,,,,P6-POS,C,2,YES,,MAYBE,MAYBE,,UNCHANGED,
FR-POS-022,FR,M,POS / Sales,8,8.2,54,"Modifier price deltas SHALL be configurable per price list, per branch, and per order type. A modifier may be free for dine-in and charged for delivery.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,Modifier.priceDelta is a single scalar; not per price list / branch / order type,none,DIRECT,,,,,P6-POS,C,2,YES,,NO,NO,,UNCHANGED,
