requirement_id,type,module,priority,srs_section,short_text,backend_applicability,status,canonical_evidence,test_evidence,other_worktree_evidence,missing_behavior,dependency_or_blocker,governance_reference,recommended_workstream
FR-MNU-057,FR,MNU,C,10.7,"Analyse modifier attachment rates, suggest price adjustments",BACKEND,DEFERRED_RATIFIED,No implementation found,,,Falls within the deferred menu-engineering/profitability analytics surface,,"docs/governance/GOVERNANCE_DECISION_REGISTER.md D-17-05 / P1F-2 Completion Economics (2026-08-25): 'theoretical-vs-actual analysis, menu-engineering and profitability analytics, contribution-margin reporting (FR-CST-005), cost-variance dashboards, and the wider FR-CST reporting surface' remain deferred; 'NOT permission to implement the Costing bounded context'",
FR-OFF-001,FR,OFF,M,21.2,POS SHALL detect and unambiguously indicate operating mode (online/isolated/LAN),CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Mode DETECTION/DISPLAY is a client (POS device) UI/runtime concern; backend has no obligation beyond serving sync endpoints the client polls.,,,
FR-OFF-002,FR,OFF,M,21.2,Mode transitions SHALL NOT interrupt an in-progress order,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Client-side order continuity concern.,,,
FR-OFF-003,FR,OFF,M,21.2,POS SHALL operate isolated 72h without degrading sales capture,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,"Local capability of the client; backend only needs to accept the eventual sync batch, which it does (see FR-OFF-020).",,,offline-sync-server-foundation
FR-OFF-010,FR,OFF,M,21.3,"Local DB encrypted at rest, device-bound key",CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Local device storage encryption is a client obligation.,,,
FR-OFF-011,FR,OFF,M,21.3,Downward reference data versioned; client requests only deltas,SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE,NONE,,"No downward/delta reference-data sync endpoint exists. sync.controller.ts docblock explicitly states GET /v1/sync/changes and GET /v1/sync/status ""are absent here rather than stubbed"" and ""belong to D4-2"".",,,offline-sync-downward-sync
FR-OFF-012,FR,OFF,M,21.3,Client periodic full reference-data checksum reconciliation,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Client-driven reconciliation; would depend on a backend checksum endpoint which does not exist (see FR-OFF-011) but the requirement itself is a client behaviour.,,,offline-sync-downward-sync
FR-OFF-013,FR,OFF,M,21.3,"Local storage bounded/pruned after 30 days, server retains",CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Client-local pruning; backend already retains orders indefinitely by default (no backend action required).,,,
FR-OFF-015,FR,OFF,M,21.4,Entities created on device get client-generated ULID as permanent PK; server never reassigns,BACKEND,COMPLETE,"src/common/ids.ts (newId/ULID helpers, UUID_PATTERN); src/modules/sync/sync.dto.ts opId/entityId validated as ULID-rendered-UUID; server never generates entity ids for sync-originated entities",src/modules/sync/ids/ids-conformance.spec.ts; conformance/ids/ids-rendering.corpus.json,,,,,offline-sync-server-foundation
FR-OFF-016,FR,OFF,M,21.4,Human-readable order numbers allocated from server-issued per-terminal per-day blocks,BACKEND,COMPLETE,"src/modules/sales/orders/order-number.ts (block allocation per terminal/business day, referenced by FR-POS-002)",grep-confirmed in orders module; not independently re-verified in this batch (covered in POS batch),,,,,
FR-OFF-017,FR,OFF,M,21.4,Country pack specifies gapless fiscal sequence strategy where required,BACKEND,DESIGNED_ONLY,src/modules/localisation/country-pack/* defines country pack loader/registry but no fiscal-sequence-strategy field/consumer located in this batch's grep pass,NONE,,"No evidence of a country-pack-level ""sequence strategy"" selector or gapless-sequence enforcement logic found; needs LOC-batch cross-check.",,,fiscal-sequence-gapless
FR-OFF-018,FR,OFF,M,21.4,"Unused numbers in expired pre-allocated block reported void to fiscal authority, never silently discarded",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No void-reporting mechanism for unused fiscal sequence numbers found; depends on FR-OFF-017 sequence-strategy substrate which is itself only DESIGNED_ONLY.,FR-OFF-017 substrate,,fiscal-sequence-gapless
FR-OFF-020,FR,OFF,M,21.5.1,"Sync batched, size bounded by plan limits and payload size",BACKEND,COMPLETE,"src/modules/sync/protocol/protocol.constants.ts (SYNC_MAX_OPERATIONS_PER_BATCH=500, SYNC_MAX_BATCH_BYTES=4MiB, SYNC_MAX_OPERATION_BYTES=64KiB); src/modules/sync/sync.controller.ts enforces both at the edge",test/sync-protocol.e2e-spec.ts; test/sync-performance.e2e-spec.ts,,"Per-tenant PLAN-tier-specific limits (vs one global constant) not verified — governance ratified these as starting defaults, not plan-differentiated.",,,
FR-OFF-021,FR,OFF,M,21.5.1,"Every operation carries idempotency key; server persists processed keys >=30d, returns original result on repeat",BACKEND,COMPLETE,src/modules/sync/sync.dto.ts (opId IS the idempotency key per docblock); src/modules/sync/batch/batch-reservation.service.ts (dedup via sync.sync_batches + operation dedup); src/modules/sync/protocol/protocol.constants.ts SYNC_DEDUP_RETENTION_DAYS=30,test/sync-idempotency.e2e-spec.ts,,,,,
FR-OFF-022,FR,OFF,M,21.5.1,Operations in a batch applied in causal order; operation whose parent not yet applied is deferred not rejected,BACKEND,COMPLETE,"src/modules/sync/operations/operation-scheduler.ts (scheduleOperations, Kahn's-algorithm causal ordering, DEFERRED vs REJECTED distinction)",test/sync-causal.e2e-spec.ts; src/modules/sync/operations/operation-scheduler.spec.ts,,,,,
FR-OFF-023,FR,OFF,M,21.5.1,Server responds per-operation accepted/duplicate/conflict/rejected with reason; one failure does not fail the batch,BACKEND,COMPLETE,"src/modules/sync/protocol/protocol.constants.ts (SYNC_OPERATION_STATUS incl. deferred as ratified 5th state); src/modules/sync/sync.controller.ts (always 200, per-op results); src/modules/sync/batch/sync-batch.service.ts",test/sync-protocol.e2e-spec.ts,,,,,
FR-OFF-024,FR,OFF,M,21.5.1,Client removes op from outbox only on definitive server response,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,"Client outbox behaviour; backend obligation is producing the definitive/non-definitive status vocabulary, which it does (see FR-OFF-023).",,,
FR-OFF-025,FR,OFF,M,21.5.1,Sync resumable: connection lost mid-batch resumes without duplication via idempotency,BACKEND,COMPLETE,"src/modules/sync/batch/batch-reservation.service.ts (lease-based crash-recoverable reservation, reclaim logic, ""resumed"" flag)",test/sync-crash-recovery.e2e-spec.ts,,,,,
FR-OFF-026,FR,OFF,M,21.5.1,Client applies exponential backoff with jitter; prioritises financially significant ops,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Pure client retry/queue-ordering policy.,,,
FR-OFF-030,FR,OFF,M,21.5.2,Client pulls reference-data changes since cursor periodically and on reconnect,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No downward sync/changes endpoint exists (see FR-OFF-011); sync.controller.ts docblock confirms GET /v1/sync/changes is deliberately absent, deferred to ""D4-2"".",D4-2 downward-sync slice not started,,offline-sync-downward-sync
FR-OFF-031,FR,OFF,S,21.5.2,Server pushes change notifications by WebSocket where persistent connection available,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No WebSocket gateway found anywhere under src/modules (grep for ""WebSocketGateway""/""socket.io"" returned nothing in this pass).",,,offline-sync-downward-sync
FR-OFF-032,FR,OFF,M,21.5.2,"Permission/terminal revocations applied immediately by client, re-verified every reconnection",SHARED_BACKEND_AND_CLIENT,PARTIAL,"src/modules/identity/authz/authorization-snapshot.service.ts (server re-verifies authorization snapshot/epoch on token refresh and per-request); no push-revocation channel (depends on FR-OFF-031, not implemented)",,"full-srs/lane-d2-offline-domain (local+origin+upstream, HEAD a304e54, merge-base 2603099, NOT an ancestor of canonical HEAD) adds a substantial sync-recovery subsystem absent from canonical: src/modules/sync/recovery/sync-recovery.controller.ts (207 lines), sync-recovery.service.ts (320 lines), dto/issue-recovery-grant.dto.ts, plus test/sync-recovery.e2e-spec.ts (312 lines) — implements 'lossless revoked-terminal recovery' (commit 4c62df3). Canonical's sync module has the D4-1A/D4-1B substrate but no recovery-grant issuance path. Verified via git diff --stat against merge-base; not independently verified for correctness/tests-passing.","Server-side re-verification on request exists, but proactive push-on-revocation (the ""within seconds"" propagation) is not implemented since WebSocket channel is absent.",FR-OFF-031,,offline-sync-downward-sync
FR-OFF-035,FR,OFF,M,21.6,"POS/KDS on same LAN discover each other via mDNS, exchange order/bump events directly",CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Device-to-device LAN mesh with no server involvement by design (works with no internet connection).,,,
FR-OFF-036,FR,OFF,M,21.6,One device per branch electable as LAN coordinator with deterministic tie-breaking,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Device-mesh election; no backend role.,,,
FR-OFF-037,FR,OFF,M,21.6,"LAN peer comms authenticated via branch-scoped key distributed at registration, encrypted",SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE,NONE,,No branch-scoped LAN key issuance/distribution mechanism found anywhere in identity/terminals or organisation modules in this pass.,,,lan-peer-key-distribution
FR-OFF-038,FR,OFF,S,21.6,"On coordinator failure, remaining devices elect new coordinator within 30s and reconcile",CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Device-mesh re-election; no backend role.,,,
FR-OFF-040,FR,OFF,M,21.7,System classifies every entity type by conflict strategy (lww/add_wins/single_writer/semantic),BACKEND,PARTIAL,"src/modules/sync/conflict/conflict-record.service.ts (docblock: ""SUBSTRATE ONLY in D4-1A... ships NO domain conflict rules... FR-OFF-040 therefore remains PARTIAL"")",,,"Conflict-record substrate and vocabulary (lww/add_wins/single_writer/semantic strings) exist, but no actual per-entity-type conflict strategy classification/registry is wired for real domain handlers yet.",,,offline-sync-domain-handlers
FR-OFF-041,FR,OFF,M,21.7,Ordering across devices uses Hybrid Logical Clocks per the given algorithm,BACKEND,COMPLETE,"src/modules/sync/hlc/hlc.ts (verbatim HLC algorithm implementation, fixed-width canonical string encoding)",src/modules/sync/hlc/hlc.spec.ts; src/modules/sync/hlc/hlc-conformance.spec.ts; conformance/hlc/hlc-algorithm.corpus.json; conformance/hlc/hlc-ct10-clock-skew.corpus.json,,,,,
FR-OFF-042,FR,OFF,M,21.7,"Detect device clock skew >threshold, record, alert manager, preserve both timestamps",BACKEND,PARTIAL,"src/modules/sync/device/device-state.service.ts (detects + records on sync.device_state + emits audit entry; docblock: ""alert — as a hash-chained audit entry. There is NO notification substrate... FR-OFF-042 stays PARTIAL until a real delivery channel exists"")",,,"No real manager-facing alert/notification channel; alert is only an audit-log entry, not a manager notification.",notification substrate does not exist in repo (explicitly out of scope per D4-1A brief),,manager-alerting-substrate
FR-OFF-043,FR,OFF,M,21.7,"Unresolvable conflicts recorded in register, alert raised, presented to manager with both versions",BACKEND,PARTIAL,"src/modules/sync/conflict/conflict-record.service.ts (register write with localState+serverState, resolution=manual_pending) — no manager review/resolution UI or API endpoint located in this pass",NONE,,"Register exists; ""presented to a manager for manual resolution"" read/resolve API not found in sync module in this pass (grep did not surface a resolve-conflict controller route in OFF/API scope).",,,offline-sync-domain-handlers
FR-OFF-044,FR,OFF,M,21.7,All automatic conflict resolutions recorded in audit log with both input states and applied rule,BACKEND,COMPLETE,src/modules/sync/conflict/conflict-record.service.ts (writes AUDIT_ACTION.SYNC_CONFLICT_RECORDED with before/after + metadata.localState/appliedRule),,,,,,
FR-OFF-045,FR,OFF,M,21.8,Server revalidates all financially significant computations rather than trusting client values,BACKEND,PARTIAL,"src/modules/sync/revalidation/revalidation-exception.service.ts (docblock: ""the financially significant computations that PRODUCE a mismatch...are wired in D4-1B. FR-OFF-045/046/047 are therefore PARTIAL"")",,,Exception-raising substrate exists; actual revalidation wiring into price/discount/tax/total/loyalty computation on sync-originated operations not confirmed in this pass.,,,offline-sync-domain-handlers
FR-OFF-046,FR,OFF,M,21.8,"On mismatch, server accepts transaction, records both values, raises reconciliation exception (never rejects)",BACKEND,PARTIAL,"src/modules/sync/revalidation/revalidation-exception.service.ts (raise() never rejects, persists clientValues/serverValues, audits SYNC_REVALIDATION_EXCEPTION_RAISED)",,,Substrate correct and matches the SRS rationale exactly; not yet invoked by real financial handlers (see FR-OFF-045).,,,offline-sync-domain-handlers
FR-OFF-047,FR,OFF,M,21.8,Systematic mismatches from one terminal escalate to platform alert after configurable count,BACKEND,PARTIAL,"src/modules/sync/revalidation/revalidation-exception.service.ts (increments sync.device_state.revalidationMismatchCount; docblock: ""the counter is maintained here; the configurable-threshold escalation to a platform alert is D4-1B"")",,,Counter exists; threshold-based escalation to an actual alert not implemented.,,,manager-alerting-substrate
FR-OFF-050,FR,OFF,M,21.9,Shared language-neutral conformance corpus (price/discount/promo/tax/service-charge/cash-rounding/loyalty/recipe) run by both Dart and TS suites in CI,SHARED_BACKEND_AND_CLIENT,PARTIAL,"conformance/hlc/*, conformance/tax/*, conformance/ids/* exist with TS runners (src/modules/sync/hlc/hlc-conformance.runner.ts, src/modules/localisation/tax/conformance.runner.ts); localisation conformance.runner.ts docblock: ""the Dart half does not exist yet, and neither does the CI job that would run both, so FR-OFF-050 and FR-OFF-051 are PARTIAL""",src/modules/localisation/tax/conformance.spec.ts; src/modules/sync/hlc/hlc-conformance.spec.ts,,"Only HLC/IDs/tax corpora exist; price resolution, modifier pricing, discount application/distribution, promotion evaluation, service charge, cash rounding, loyalty accrual and recipe expansion are NOT covered by any corpus in this pass. No Dart-side suite (client-only, out of backend scope) and no dual-runtime CI job confirmed.",,,shared-conformance-corpus-expansion
FR-OFF-051,FR,OFF,M,21.9,Any client/server divergence on the corpus blocks release,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No CI job found wiring a Dart-vs-TS release-blocking conformance gate (Dart side does not exist at all per FR-OFF-050 evidence).,Depends on FR-OFF-050 corpus completeness and a Dart client repo/suite outside this backend worktree,,shared-conformance-corpus-expansion
FR-OFF-052,FR,OFF,M,21.9,Every production discrepancy under FR-OFF-046 triaged; logic divergence adds a new corpus case before fix merges,DOCUMENTATION_GOVERNANCE,NOT_BACKEND_APPLICABLE,,,,"This is a process/governance obligation (triage workflow), not a runtime backend behaviour.",,,
FR-OPS-001,FR,OPS,M,29.2,"Zero-downtime, 5-min rollback-capable deployments",OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,"Deployment infrastructure; no .github/workflows, no CI config, and no deployment tooling of any kind exists in this repository.",,,OPS-DEPLOYMENT-PIPELINE
FR-OPS-002,FR,OPS,M,29.2,Canary deployments auto-rollback on SLO breach,OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,No canary/progressive-delivery tooling exists (no CI/CD config found at all).,,,OPS-DEPLOYMENT-PIPELINE
FR-OPS-003,FR,OPS,M,29.2,"All infra as code (Terraform), reviewed, version controlled; no manual prod changes except break-glass",OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,No .tf files or any IaC tooling found anywhere in the repository (find for *.tf returns nothing).,,,OPS-DEPLOYMENT-PIPELINE
FR-OPS-004,FR,OPS,M,29.2,"Container images signed, scanned, with SBOM",OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,No Dockerfile/image-build/signing/SBOM tooling found in this backend repository.,,,OPS-DEPLOYMENT-PIPELINE
FR-OPS-005,FR,OPS,M,29.2,"Feature flags gate risky changes, per-tenant progressive rollout",BACKEND,NOT_IMPLEMENTED,NONE (grep for FeatureFlag/feature-flag across src returns zero hits),NONE,,No feature-flag mechanism of any kind exists in the backend application code.,,,OPS-FEATURE-FLAGS
FR-OPS-010,FR,OPS,M,29.3,POS/KDS client releases support staged rollout by tenant/branch/terminal,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Client release/deployment mechanism; not a backend API concern beyond the API versioning FR-OPS-011 covers separately.,,,
FR-OPS-011,FR,OPS,M,29.3,Client can operate against previous API version for >=1 release cycle,SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,"docs/api/openapi.yaml exists but has no versioning scheme (version: 0.0.1 is a static doc-metadata field, not a live multi-version API strategy)",NONE,,"No API versioning strategy (e.g. URL/header version negotiation, deprecation window) exists; there is exactly one live API surface with no compatibility guarantee across releases.",,,OPS-API-VERSIONING
FR-OPS-012,FR,OPS,M,29.3,"Forced client updates for security releases, deferrable to shift boundary",CLIENT_ONLY,NOT_BACKEND_APPLICABLE,,,,Client update-forcing mechanism; not a backend obligation beyond an eventual minimum-supported-version check the backend does not currently implement either (see FR-OPS-011).,,,
FR-OPS-013,FR,OPS,M,29.3,"Release notes published per release in Arabic/English, visible in product",SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE,NONE,,"No release-notes content model, endpoint, or localisation pipeline exists.",,,OPS-RELEASE-NOTES
FR-OPS-020,FR,OPS,M,29.4,On-call rotation with documented escalation and runbooks,OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,"Organisational/process requirement, not backend software.",,,
FR-OPS-021,FR,OPS,M,29.4,Incidents classified by severity with defined response times,OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,Organisational/process requirement.,,,
FR-OPS-022,FR,OPS,M,29.4,SEV-1/2 produce blameless post-incident review within 5 working days,OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,Organisational/process requirement.,,,
FR-OPS-023,FR,OPS,M,29.4,Public status page reports current/historical availability,OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,"No status-page service exists in this repository; could be backend-adjacent (an uptime API) but none found — tracked as infra gap, not counted in backend denominator.",,,
FR-OPS-030,FR,OPS,S,29.5,Infra cost attributable per tenant (gross-margin measurement),OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,"Cloud cost-allocation tooling; organisational/infra, no backend code found for this either way.",,,
FR-OPS-031,FR,OPS,S,29.5,Alert when a tenant's infra consumption exceeds a revenue multiple,OPS_INFRA,NOT_BACKEND_APPLICABLE,,,,"Cost-anomaly alerting; infra/billing concern, no backend evidence either way.",,,
FR-PLT-001,FR,PLT,M,6.1,Model tenants/brands/branches/warehouses/central kitchens hierarchy,BACKEND,COMPLETE,"prisma/schema.prisma (Tenant, Brand, Branch, Warehouse, CentralKitchen models); src/modules/organisation/**",test/multi-tenant-multi-branch.e2e-spec.ts,,,,,
FR-PLT-002,FR,PLT,M,6.1,Tenant owns multiple brands; brand owns multiple branches,BACKEND,COMPLETE,"prisma/schema.prisma Brand.tenantId, Branch.brandId 1:N FKs",test/multi-tenant-multi-branch.e2e-spec.ts,,,,,
FR-PLT-003,FR,PLT,M,6.1,"Every tenant-scoped record carries immutable tenant_id, non-transferable",BACKEND,COMPLETE,prisma/migrations/20260812145207_identity_rls (tenant_id NOT NULL + RLS); test/tenant-isolation/generated-cross-tenant.e2e-spec.ts enumerates every tenant_id table,test/tenant-isolation/generated-cross-tenant.e2e-spec.ts,,,,,
FR-PLT-004,FR,PLT,S,6.1,Branch MAY be reassigned between brands by Tenant Owner with audit + warning,BACKEND,PARTIAL,src/modules/organisation/branches/branches.service.ts (update branch),NONE,,"No dedicated ""reassign brand"" operation with explicit audit + UI warning found distinct from a generic branch update; audit emission for branch changes exists generically but brand-reassignment-specific warning/consequence handling not verified",,,PLT-branch-reassignment
FR-PLT-010,FR,PLT,M,6.2.1,"Enforce tenant isolation via Postgres RLS, independent of app filters",BACKEND,COMPLETE,prisma/migrations/20260812145207_identity_rls and 30+ subsequent migrations apply ENABLE+FORCE ROW LEVEL SECURITY per tenant table keyed on app.tenant_id,test/rls.e2e-spec.ts; test/tenant-isolation/generated-cross-tenant.e2e-spec.ts,,,,,
FR-PLT-011,FR,PLT,M,6.2.1,App DB role has no BYPASSRLS; separate restricted migration/admin role,BACKEND,COMPLETE,"prisma/migrations/20260812145207_identity_rls:4 ""Runtime role: ros_app (NOSUPERUSER, NOBYPASSRLS)""; prisma/migrations/20260903100000_identity_roles_force_rls",test/e2e-db-isolation/provision.ts ensureAppRole/ensurePartitionAdminRole,,,,,
FR-PLT-012,FR,PLT,M,6.2.1,"Request without resolved tenant context fails closed, never unfiltered",BACKEND,COMPLETE,"src/modules/identity/context/tenant-context.guard.ts; RLS predicate NULLIF(current_setting('app.tenant_id',true),'') -> NULL matches nothing",src/modules/identity/context/tenant-context.guard.spec.ts; test/observability/http/denied-request-tenant-context.spec.ts,,,,,
FR-PLT-013,FR,PLT,M,6.2.2,"CI cross-tenant isolation suite over every tenant_id table, generated not hand-written",BACKEND,COMPLETE,test/tenant-isolation/generated-cross-tenant.e2e-spec.ts + introspect.ts (information_schema-driven table discovery) + synthesize.ts + fixture-overrides.ts; wired in .github/workflows/backend-ci.yml:244,test/tenant-isolation/generated-cross-tenant.e2e-spec.ts (run in CI),,,,,
FR-PLT-014,FR,PLT,M,6.2.2,CI fails if any tenant_id table lacks enabled+forced RLS policy,BACKEND,COMPLETE,test/tenant-isolation/rls-inventory.e2e-spec.ts + introspect.ts; wired in .github/workflows/backend-ci.yml:241,"test/tenant-isolation/rls-inventory.e2e-spec.ts (run in CI, has negative-case test at line 137)",,,,,
FR-PLT-015,FR,PLT,M,6.2.3,"Per-tenant rate limits on API requests, report generation, export jobs",BACKEND,PARTIAL,"src/common/throttler/auth-throttler.guard.ts (auth endpoints only, keyed by IP+email, not tenant)",src/common/throttler/auth-throttler.guard.spec.ts,,"No general per-tenant rate limiter found on non-auth API routes, report generation, or export jobs — only login/password endpoints are throttled",,,PLT-tenant-rate-limiting
FR-PLT-016,FR,PLT,M,6.2.3,Long-running analytical queries execute against a read replica with separate pool,BACKEND,NOT_IMPLEMENTED,"src/modules/reporting/reporting.controller.ts:371 explicitly documents reporting runs against ""transactional primary — NOT a read replica""",NONE,,"No read-replica connection pool exists; reporting explicitly documented as running against the primary, contradicting the requirement",,,PLT-read-replica-routing
FR-PLT-017,FR,PLT,S,6.2.3,"Statement timeout: 5s transactional pool, 120s analytical pool",BACKEND,NOT_IMPLEMENTED,"NONE found — no statement_timeout configuration in prisma schema, datasource, or connection setup",NONE,,grep for statement_timeout/statementTimeout across src/ and prisma/ found no configuration,,,PLT-read-replica-routing
FR-PLT-018,FR,PLT,C,6.2.3,Enterprise dedicated-schema/dedicated-DB deployment for contractual isolation,OPS_INFRA,NOT_BACKEND_APPLICABLE,NONE — this is a deployment-topology capability,NONE,,Not a backend code obligation beyond RLS already in place; would require ops/infra tooling to provision dedicated schemas,,,
FR-PLT-020,FR,PLT,M,6.3,Self-service signup creates branch + starter menu + default roles + first user in one flow,BACKEND,COMPLETE,"src/modules/identity/registrations/registrations.service.ts, registrations.controller.ts; docs/reports/claude/2026-09-05_SIGNUP-1_production-self-service-tenant-onboarding.md (evidence report, verified against registrations.service.ts)",test/tenant.e2e-spec.ts,,,,,
FR-PLT-021,FR,PLT,M,6.3,No tenant data deletion on downgrade/suspension; over-limit data read-only,BACKEND,NOT_IMPLEMENTED,NONE — no downgrade/suspension read-only enforcement logic found in tenants.service.ts or elsewhere,NONE,,No plan-limit enforcement or read-only-on-downgrade mechanism found; grep for downgrade/suspend/read-only tenant state returned nothing,,,PLT-tenant-lifecycle
FR-PLT-022,FR,PLT,M,6.3,Tenant can export all data (CSV+JSON manifest) at any non-purged lifecycle state,BACKEND,NOT_IMPLEMENTED,NONE — no tenant data export endpoint/service found,NONE,,No bulk tenant export mechanism found in identity/tenants or elsewhere,,,PLT-tenant-lifecycle
FR-PLT-023,FR,PLT,M,6.3,Termination: 30-day reversible countdown then confirmed purge,BACKEND,NOT_IMPLEMENTED,NONE — no termination/purge state machine found on Tenant model or tenants.service.ts,NONE,,No termination initiation/countdown/purge flow found anywhere in identity or platform modules,,,PLT-tenant-lifecycle
FR-PLT-025,FR,PLT,M,6.3 (settings),Hierarchical settings resolver with defined precedence,BACKEND,PARTIAL,"src/modules/workforce/attendance/attendance-settings.service.ts implements ONE narrow settings resolver (attendance only); src/modules/treasury/cash-close-policy/cash-close-policy.service.ts implements branch-level policy resolution but test/cash-close-policy.e2e-spec.ts:718 explicitly labels it ""DOCUMENTED GAP — no inherited hierarchy exists; NOT FR-PLT-025 coverage""",test/cash-close-policy.e2e-spec.ts:718 (explicitly disclaims coverage of this requirement),,No general-purpose hierarchical settings resolver (tenant->brand->branch->user precedence) exists; each module reimplements its own narrow single-level policy lookup,,,PLT-settings-resolver
FR-PLT-026,FR,PLT,M,6.3 (settings),"Setting markable as locked at any level, preventing lower-level override",BACKEND,NOT_IMPLEMENTED,NONE — no generic settings-lock concept exists (no general settings resolver to lock within),NONE,,Depends on FR-PLT-025 which does not exist as a general mechanism,FR-PLT-025 not implemented,,PLT-settings-resolver
FR-PLT-027,FR,PLT,S,6.3 (settings),Settings inspector showing effective value + source level per setting,SHARED_BACKEND_AND_CLIENT,NOT_IMPLEMENTED,NONE — no settings-inspector endpoint found,NONE,,Depends on FR-PLT-025 general resolver; no inspector endpoint exists,FR-PLT-025 not implemented,,PLT-settings-resolver
FR-PLT-028,FR,PLT,M,6.3 (settings),"Financial settings (tax class, rounding, service charge) versioned with effective dates",BACKEND,PARTIAL,"prisma/migrations/20260820140000_fiscal_tax_class_identity (TaxClass materialised, tenant-scoped); src/modules/treasury/cash-close-policy (DiscountApprovalPolicyVersion, versioned policies exist for some financial settings)",test/tax-class-rls.e2e-spec.ts,,"Tax class and some treasury policies are versioned, but no single general-purpose financial-settings versioning mechanism confirmed to cover rounding policy and service charge uniformly",,,PLT-settings-resolver
FR-POS-001,FR,POS,M,8.2.1,"Support order types: dine-in, takeaway, delivery, drive-through, pickup, aggregator-injected",BACKEND,COMPLETE,"sales.dto.ts:ORDER_TYPES=['dine_in','takeaway','delivery','drive_thru','pickup','aggregator']; orders.service.ts:create persists orderType",NONE found in this pass,,,,,
FR-POS-002,FR,POS,M,8.2.1,"Human-readable order number, terminal-held number blocks, offline fallback",BACKEND,PARTIAL,"orders.service.ts:allocateOrderNumber, order-number.ts (DEFAULT_BLOCK_SIZE, makeBlock/takeNext/formatOrderNumber) — block-based allocation with row-lock exists",NONE found in this pass,,"No evidence of proactive 80%-consumed reissue (block renews only on exhaustion, not early); no evidence of the <terminal_code>-<local_seq> offline fallback format for a terminal that exhausts its block while disconnected",,,POS-ORDER-NUMBER-OFFLINE-FALLBACK
FR-POS-003,FR,POS,M,8.2.1,Dine-in requires table assignment before firing,BACKEND,COMPLETE,order-state.ts:assertMayFire — throws OrderStateError when orderType==='dine_in' && tableId===null,NONE found in this pass,,,,,
FR-POS-004,FR,POS,S,8.2.1,Seat-level line assignment for dine-in split/service,BACKEND,COMPLETE,sales.dto.ts:AddOrderLineDto.seatNumber; order-lines.service.ts persists seatNumber on OrderLine,NONE found in this pass,,,,,
FR-POS-005,FR,POS,M,8.2.1,"Multiple simultaneous open orders per terminal, switchable without data loss",BACKEND,COMPLETE,"orders.service.ts:list/findOne — orders are independent rows keyed by (id,businessDay), not terminal-exclusive; no server-side single-open-order constraint found",NONE found in this pass,,'Without data loss' switching UX is client-side; server persists every order independently which is the backend precondition,,,
FR-POS-006,FR,POS,M,8.2.1,Order may be parked and resumed by same/another authorised user/terminal,BACKEND,PARTIAL,order-state.ts: 'parked' is a modelled OrderState with open<->parked transitions in TRANSITIONS table,NONE found,,No route in orders.controller.ts transitions an order to/from 'parked' — the state machine models it but nothing in the API surface reaches it,,,POS-ORDER-PARK-RESUME
FR-POS-007,FR,POS,M,8.2.1,"Record opened_by, served_by, closed_by employee identities",BACKEND,PARTIAL,orders.controller.ts orderSchema has openedBy/servedBy/closedBy; orders.service.ts:create sets openedBy=input.openedByEmployeeId,NONE found,,servedBy and closedBy are declared in the schema/Prisma model but no code path in this batch's files writes them (no 'serve' or 'close' order action found),,,
FR-POS-010,FR,POS,M,8.2.2,"Configurable menu grid: categories/items, per-branch layout, colour, images",SHARED_BACKEND_AND_CLIENT,PARTIAL,"Catalogue module (src/modules/catalogue) stores menu items/categories consumed via /catalogue/pos-menu (out of this batch's deep-read scope, confirmed to exist from git log commit 0c0abf0)",NONE found in this pass,,Grid rendering/layout/colour-coding is client presentation; backend data existence not independently re-verified field-by-field this pass,,,
